,Title,Date,Month,Episode,id,painting_index,img_src,youtube_src,num_colors,colors,subject,color_hex,Black_Gesso,Bright_Red,Burnt_Umber,Cadmium_Yellow,Dark_Sienna,Indian_Red,Indian_Yellow,Liquid_Black,Liquid_Clear,Midnight_Black,Phthalo_Blue,Phthalo_Green,Prussian_Blue,Sap_Green,Titanium_White,Van_Dyke_Brown,Yellow_Ochre,Alizarin_Crimson,Aurora_Borealis,Barn,Beach,Boat,Bridge,Building,Bushes,Cabin,Cactus,Cirrus,Cliff,Clouds,Conifer,Cumulus,Deciduous,Diane_Andre,Dock,Farm,Fence,Fire,Flowers,Fog,Grass,Guest,Hills,Lake,Lakes,Lighthouse,Mill,Moon,Mountain,Mountains,Night,Ocean,Palm_Trees,Path,Person,Portrait,River,Rocks,Snow,Snowy_Mountain,Steve_Ross,Structure,Sun,Tree,Trees,Waterfall,Waves,Windmill,Winter
269,At Dawn'S Light,1991-10-15,October,S23E07,293,301,https://www.twoinchbrush.com/images/painting301.png,https://www.youtube.com/embed/HFdTxqEznIk,9,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Conifer, Deciduous, Lake, Path, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #000000, #021E44, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
270,Valley Waterfall,1991-10-22,October,S23E08,294,302,https://www.twoinchbrush.com/images/painting302.png,https://www.youtube.com/embed/VYcsYzzRae4,15,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Conifer, Grass, Mountain, River, Rocks, Snowy_Mountain, Tree, Waterfall","#4E1500, #000000, #DB0000, #FFEC00, #5F2E1F, #FFB800, #FFFFFF, #000000, #0C0040, #102E3C, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
271,Falls In The Glen,1991-11-05,November,S23E10,296,304,https://www.twoinchbrush.com/images/painting304.png,https://www.youtube.com/embed/txAtX-VyVNc,14,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Conifer, Deciduous, Grass, Mountain, River, Tree, Trees, Waterfall","#4E1500, #000000, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #102E3C, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
272,Frozen Beauty In Vignette,1991-11-12,November,S23E11,297,305,https://www.twoinchbrush.com/images/painting305.png,https://www.youtube.com/embed/H15kV1wbDG4,9,"Bright Red, Dark Sienna, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre","Cabin, Conifer, Deciduous, Lake, Snow, Structure, Tree, Trees, Winter","#DB0000, #5F2E1F, #000000, #0C0040, #102E3C, #021E44, #FFFFFF, #221B15, #C79B00",0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
273,Crimson Tide,1991-11-19,November,S23E12,298,306,https://www.twoinchbrush.com/images/painting306.png,https://www.youtube.com/embed/Y7SDU4i6Fco,8,"Alizarin Crimson, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre","Beach, Cliff, Clouds, Ocean, Rocks, Sun, Waves","#4E1500, #FFEC00, #5F2E1F, #000000, #0C0040, #FFFFFF, #221B15, #C79B00",0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
274,Winter Bliss,1991-11-26,November,S23E13,299,307,https://www.twoinchbrush.com/images/painting307.png,https://www.youtube.com/embed/yInYwy6AsDQ,7,"Alizarin Crimson, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown","Bushes, Deciduous, Lake, Mountain, Mountains, Snow, Snowy_Mountain, Tree, Winter","#4E1500, #5F2E1F, #000000, #0C0040, #021E44, #FFFFFF, #221B15",0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
275,Wayside Pond,1992-01-14,January,S24E02,301,309,https://www.twoinchbrush.com/images/painting309.png,https://www.youtube.com/embed/FPW2FwK4IOo,11,"Alizarin Crimson, Black Gesso, Bright Red, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Deciduous, Lake, Tree, Trees","#4E1500, #000000, #DB0000, #5F2E1F, #000000, #0C0040, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
276,Teton Winter,1992-01-21,January,S24E03,302,310,https://www.twoinchbrush.com/images/painting310.png,https://www.youtube.com/embed/I4h6TC4CPJY,6,"Alizarin Crimson, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White","Cabin, Deciduous, Mountain, Snow, Snowy_Mountain, Structure, Tree, Trees, Winter","#4E1500, #000000, #0C0040, #021E44, #0A3410, #FFFFFF",0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1
277,Little Home In The Meadow,1992-01-28,January,S24E04,303,311,https://www.twoinchbrush.com/images/painting311.png,https://www.youtube.com/embed/nU1zV93N-kI,12,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Yellow Ochre","Cabin, Conifer, Deciduous, Grass, Structure, Tree, Trees","#4E1500, #000000, #DB0000, #FFEC00, #FFB800, #FFFFFF, #000000, #0C0040, #021E44, #0A3410, #FFFFFF, #C79B00",1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
278,Mirrored Images,1992-02-11,February,S24E06,305,313,https://www.twoinchbrush.com/images/painting313.png,https://www.youtube.com/embed/i29frkR1T98,12,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Clouds, Conifer, Lake, Mountain, Mountains, Rocks, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
279,Graceful Waterfall,1992-02-25,February,S24E08,307,315,https://www.twoinchbrush.com/images/painting315.png,https://www.youtube.com/embed/fBh1nA4pMDY,15,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Cliff, Deciduous, River, Rocks, Tree, Trees, Waterfall","#4E1500, #000000, #DB0000, #FFEC00, #5F2E1F, #FFB800, #FFFFFF, #000000, #0C0040, #102E3C, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0
280,Icy Lake,1992-03-03,March,S24E09,308,316,https://www.twoinchbrush.com/images/painting316.png,https://www.youtube.com/embed/AmBDmgta3l4,11,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Conifer, Deciduous, Guest, Lake, Snow, Steve_Ross, Tree, Trees, Winter","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1
281,Rowboat On The Beach,1992-03-10,March,S24E10,309,317,https://www.twoinchbrush.com/images/painting317.png,https://www.youtube.com/embed/hfvhXOvg43w,8,"Alizarin Crimson, Cadmium Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Yellow Ochre","Beach, Boat, Clouds, Grass, Hills, Ocean, Sun, Waves","#4E1500, #FFEC00, #000000, #0C0040, #102E3C, #0A3410, #FFFFFF, #C79B00",0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
282,Portrait Of Winter,1992-03-17,March,S24E11,310,318,https://www.twoinchbrush.com/images/painting318.png,https://www.youtube.com/embed/JLnIUGOupOA,5,"Alizarin Crimson, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White","Bushes, Conifer, Lake, Mountain, Mountains, Snow, Snowy_Mountain, Tree, Trees, Winter","#4E1500, #000000, #0C0040, #021E44, #FFFFFF",0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
283,Snowbound Cabin,1992-03-31,March,S24E13,312,320,https://www.twoinchbrush.com/images/painting320.png,https://www.youtube.com/embed/obSLZWXmDak,8,"Alizarin Crimson, Black Gesso, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White","Cabin, Clouds, Conifer, Deciduous, Fence, Snow, Tree, Trees, Winter","#4E1500, #000000, #FFFFFF, #000000, #0C0040, #021E44, #0A3410, #FFFFFF",1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
284,Enchanted Falls Oval,1992-09-01,September,S25E02,314,322,https://www.twoinchbrush.com/images/painting322.png,https://www.youtube.com/embed/HklPkQ0lSKA,6,"Alizarin Crimson, Black Gesso, Indian Yellow, Sap Green, Titanium White, Yellow Ochre","Deciduous, River, Tree, Trees, Waterfall","#4E1500, #000000, #FFB800, #0A3410, #FFFFFF, #C79B00",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
285,Not Quite Spring,1992-09-08,September,S25E03,315,323,https://www.twoinchbrush.com/images/painting323.png,https://www.youtube.com/embed/N_u6x7LeyTM,9,"Alizarin Crimson, Black Gesso, Cadmium Yellow, Dark Sienna, Midnight Black, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre","Conifer, Lake, Mountain, Snow, Snowy_Mountain, Tree, Trees, Winter","#4E1500, #000000, #FFEC00, #5F2E1F, #000000, #021E44, #FFFFFF, #221B15, #C79B00",1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
286,Splashes Of Autumn,1992-09-15,September,S25E04,316,324,https://www.twoinchbrush.com/images/painting324.png,https://www.youtube.com/embed/YcbaMqq_X8s,14,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Deciduous, Lake, River, Tree, Trees, Waterfall","#4E1500, #000000, #DB0000, #FFEC00, #5F2E1F, #FFB800, #FFFFFF, #000000, #0C0040, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
287,Oriental Falls,1992-09-29,September,S25E06,318,326,https://www.twoinchbrush.com/images/painting326.png,https://www.youtube.com/embed/v8Znj8bbmCQ,11,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Conifer, Fog, Rocks, Tree, Trees, Waterfall","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
288,Autumn Palette,1992-10-06,October,S25E07,319,327,https://www.twoinchbrush.com/images/painting327.png,https://www.youtube.com/embed/HWrvW-NgaOY,13,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Deciduous, Fence, Lake, Tree, Trees","#4E1500, #000000, #DB0000, #FFEC00, #5F2E1F, #FFB800, #FFFFFF, #000000, #0C0040, #0A3410, #FFFFFF, #221B15, #C79B00",1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
289,Cypress Swamp,1992-10-13,October,S25E08,320,328,https://www.twoinchbrush.com/images/painting328.png,https://www.youtube.com/embed/FdIUHudQABI,12,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Deciduous, Lake, Tree","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
290,Downstream View,1992-10-20,October,S25E09,321,329,https://www.twoinchbrush.com/images/painting329.png,https://www.youtube.com/embed/KsDPg5HZYNw,14,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Clouds, Conifer, Cumulus, Deciduous, Grass, River, Rocks, Tree, Trees","#4E1500, #000000, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #102E3C, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
291,Just Before The Storm,1992-10-27,October,S25E10,322,330,https://www.twoinchbrush.com/images/painting330.png,https://www.youtube.com/embed/Rh-jKrMrmOA,8,"Alizarin Crimson, Cadmium Yellow, Dark Sienna, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown","Clouds, Ocean, Palm_Trees, Waves","#4E1500, #FFEC00, #5F2E1F, #000000, #021E44, #0A3410, #FFFFFF, #221B15",0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
292,Fisherman'S Paradise,1992-11-03,November,S25E11,323,331,https://www.twoinchbrush.com/images/painting331.png,https://www.youtube.com/embed/uJLK85uU5mA,12,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Cabin, Conifer, Lake, Structure, Sun, Tree, Trees","#4E1500, #000000, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
293,Desert Hues,1992-11-10,November,S25E12,324,332,https://www.twoinchbrush.com/images/painting332.png,https://www.youtube.com/embed/UUNNXGVNTuI,11,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Cactus, Cirrus, Clouds, Mountain, Path","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,The Property Line,1992-11-17,November,S25E13,325,333,https://www.twoinchbrush.com/images/painting333.png,https://www.youtube.com/embed/ivesI3rU7dU,11,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Deciduous, Fence, Snow, Tree, Winter","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
295,In The Stillness Of Morning,1992-12-01,December,S26E01,326,334,https://www.twoinchbrush.com/images/painting334.png,https://www.youtube.com/embed/5rfGa1_iJpw,10,"Alizarin Crimson, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Conifer, Fog, Grass, River, Tree, Trees","#4E1500, #FFEC00, #5F2E1F, #FFB800, #000000, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
296,Delightful Meadow Home,1992-12-08,December,S26E02,327,335,https://www.twoinchbrush.com/images/painting335.png,https://www.youtube.com/embed/tWoInh2USOs,9,"Alizarin Crimson, Bright Red, Cadmium Yellow, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Yellow Ochre","Cabin, Deciduous, Fence, Grass, Path, Structure, Tree, Trees","#4E1500, #DB0000, #FFEC00, #FFB800, #000000, #021E44, #0A3410, #FFFFFF, #C79B00",0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
297,First Snow,1992-12-15,December,S26E03,328,336,https://www.twoinchbrush.com/images/painting336.png,https://www.youtube.com/embed/raAkJKeo0Sk,12,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Clouds, Conifer, Grass, Mountain, Snow, Snowy_Mountain, Tree, Trees, Winter","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
298,Lake In The Valley,1992-12-22,December,S26E04,329,337,https://www.twoinchbrush.com/images/painting337.png,https://www.youtube.com/embed/KvJmSrErm20,15,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Deciduous, Grass, Lake, Mountain, Path, Snowy_Mountain, Sun, Tree, Trees","#4E1500, #000000, #DB0000, #FFEC00, #5F2E1F, #FFB800, #FFFFFF, #000000, #0C0040, #102E3C, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
299,Snow Birch,1993-01-12,January,S26E07,332,340,https://www.twoinchbrush.com/images/painting340.png,https://www.youtube.com/embed/wKeemvioVrM,5,"Black Gesso, Indian Yellow, Phthalo Blue, Prussian Blue, Titanium White","Deciduous, Lake, Snow, Tree, Trees, Winter","#000000, #FFB800, #0C0040, #021E44, #FFFFFF",1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
300,Early Autumn,1993-01-19,January,S26E08,333,341,https://www.twoinchbrush.com/images/painting341.png,https://www.youtube.com/embed/SLQXlFLoqQc,12,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Conifer, Deciduous, Grass, Lake, Mountain, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
301,Tranquil Wooded Stream,1993-01-26,January,S26E09,334,342,https://www.twoinchbrush.com/images/painting342.png,https://www.youtube.com/embed/lSeRrm5ZK9c,12,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Deciduous, River, Rocks, Tree, Trees","#4E1500, #000000, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #0A3410, #FFFFFF, #221B15, #C79B00",1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
302,Purple Mountain Range,1993-02-02,February,S26E10,335,343,https://www.twoinchbrush.com/images/painting343.png,https://www.youtube.com/embed/nkDA_R-XmqA,13,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",,"#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #102E3C, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
